Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2010-06-03T00:00:00.000Z,Cobar,8.9,19.1,0,1.4,4.5,SSE,26,S,SE,6,13,85,52,1022.4,1020.2,7,6,10.3,18.2,No,No
2010-06-04T00:00:00.000Z,Cobar,7.3,19.2,0,1.8,8.1,SSW,28,S,SSW,9,17,90,58,1020.5,1017.7,3,3,10.4,18.7,No,No
2010-06-05T00:00:00.000Z,Cobar,6.9,16.5,0,2,9.3,SSW,33,S,SSW,9,17,82,50,1019.9,1017.3,1,1,10.7,15.8,No,No
2010-06-06T00:00:00.000Z,Cobar,7.2,13.8,0,2.4,8.2,SW,33,SSW,SSW,15,15,77,50,1021.5,1021.7,6,2,9.6,13.4,No,No
2010-06-07T00:00:00.000Z,Cobar,2.9,13.6,0,2.2,3.6,NE,13,S,SSW,4,6,91,60,1026,1023.3,4,7,7,13.2,No,No
2010-06-08T00:00:00.000Z,Cobar,2,15.8,0,0.8,8,W,24,SSE,W,6,9,88,47,1024,1020,1,1,7.5,14.6,No,No
2010-06-09T00:00:00.000Z,Cobar,2,13.7,0,1.8,5.7,WSW,48,NW,WSW,17,20,70,52,1017.9,1016.9,7,4,8.1,13.1,No,No
2010-06-10T00:00:00.000Z,Cobar,5.2,13.1,0,2,8.8,SSW,31,SW,SSW,19,13,82,47,1024.9,1023.7,1,1,7.8,12.5,No,No
2010-06-11T00:00:00.000Z,Cobar,1.4,13,0,2.4,0.1,SW,33,NA,SSW,0,19,80,66,1025.8,1023.3,7,8,7.2,10.7,No,No
2010-06-12T00:00:00.000Z,Cobar,6.5,14.4,0,0.8,7.6,S,31,SSW,SW,9,17,82,49,1025.7,1024.7,6,3,9,14.1,No,No
2010-06-13T00:00:00.000Z,Cobar,2.3,14.7,0,2,8.8,S,20,S,SE,7,9,79,34,1029.9,1027.4,1,1,6.2,14.3,No,No
2010-06-14T00:00:00.000Z,Cobar,3.6,19.1,0,2.6,9.6,ENE,22,E,ENE,13,11,70,31,1031.9,1028.7,1,3,9,18.1,No,No
2010-06-15T00:00:00.000Z,Cobar,6.5,20.4,0,1.4,7.8,NE,28,NE,NNE,13,11,70,44,1029.8,1026.6,1,7,12.2,19.5,No,No
2010-06-16T00:00:00.000Z,Cobar,8.3,19.4,0,2.6,3.2,NNE,35,NE,NNE,15,17,68,47,1026.4,1021.5,7,7,11.2,18.8,No,Yes
2010-06-17T00:00:00.000Z,Cobar,11.2,19.3,5.6,3.2,4.2,WNW,41,NW,WNW,7,20,97,54,1018.6,1015.3,8,1,12.2,18.5,Yes,Yes
2010-06-19T00:00:00.000Z,Cobar,4,17.4,0,1.8,8,WSW,24,WSW,W,7,9,73,52,1024.7,1023.1,1,4,9.8,17.1,No,No
2010-06-20T00:00:00.000Z,Cobar,9.5,17,0,1.8,0.2,SSW,28,SW,SW,6,9,78,65,1028.2,1027,7,7,13.1,16,No,No
2010-06-21T00:00:00.000Z,Cobar,10,18,0,0.6,4.4,SE,22,S,SSE,6,7,87,49,1033,1031.3,2,7,12.5,16.3,No,No
2010-06-22T00:00:00.000Z,Cobar,6.1,18.3,0,1.8,6.1,E,31,ESE,ENE,15,9,92,52,1032.8,1030.8,8,6,9.5,18,No,No
2010-06-23T00:00:00.000Z,Cobar,9.5,18.7,0,2.2,5.8,ENE,37,ENE,ENE,24,13,70,50,1032.6,1029.2,3,5,12.6,18.1,No,No
2010-06-24T00:00:00.000Z,Cobar,9.2,20.6,0,2,9.4,NNE,33,NE,NE,17,15,73,47,1028,1023.5,1,3,12.3,19.8,No,No
2010-06-25T00:00:00.000Z,Cobar,10,22,0,3,7.7,NNW,39,NNE,NW,20,19,73,52,1022.3,1019,1,6,13.7,20.8,No,Yes
2010-06-26T00:00:00.000Z,Cobar,9.9,13.6,8.6,2.8,7,SSW,33,SSW,S,11,13,87,51,1023.2,1022.1,8,2,10,13.5,Yes,No
2010-06-28T00:00:00.000Z,Cobar,1,11.6,0,1.4,8.2,SW,19,SW,SW,4,9,89,47,1022.9,1020.5,1,2,4.7,10.4,No,No
2010-06-29T00:00:00.000Z,Cobar,0,12.7,0,1.4,10.6,N,24,NE,NNE,7,11,67,39,1022.6,1019.7,0,0,6.6,11.8,No,No
2010-06-30T00:00:00.000Z,Cobar,1.6,16.2,0,1.6,8.5,W,28,NNW,WNW,7,7,60,34,1022.7,1020.3,1,2,7.4,15.7,No,No
2010-07-01T00:00:00.000Z,Cobar,3.9,16.9,0,1.8,6.6,WNW,26,NNW,WNW,9,9,57,35,1024.9,1023.7,1,7,9.1,15.4,No,No
2010-07-02T00:00:00.000Z,Cobar,7.4,9.4,1,2.2,0.2,WSW,35,NW,NW,13,11,96,95,1027.1,1024.9,8,8,7.7,8.2,No,Yes
2010-07-03T00:00:00.000Z,Cobar,2,11.9,6.6,0.2,5.5,SSE,26,SSE,S,9,9,98,62,1031.6,1030.7,7,6,4.9,11.2,Yes,No
2010-07-04T00:00:00.000Z,Cobar,1,13.8,0,1,7.7,ESE,24,ESE,ESE,6,6,93,47,1030.6,1026.8,7,6,5.4,13.3,No,No
2010-07-05T00:00:00.000Z,Cobar,2.8,15.3,0,1.6,3.7,NE,26,ENE,NE,13,7,83,46,1024,1019.4,6,7,7.2,14,No,No
2010-07-06T00:00:00.000Z,Cobar,4.4,11.3,0,1.6,5.4,SW,35,SW,SW,19,17,89,58,1022.7,1021.6,7,7,5.2,10.5,No,No
2010-07-07T00:00:00.000Z,Cobar,2.9,13.4,0,1,3.3,SSE,22,S,S,9,9,84,51,1026,1023.5,7,7,4.9,13,No,No
2010-07-08T00:00:00.000Z,Cobar,3.9,17,0,1.2,8.7,E,30,ESE,SE,11,13,79,45,1026.1,1023,2,3,9.3,16.6,No,No
2010-07-09T00:00:00.000Z,Cobar,5.5,17.8,0,2.2,8.8,E,31,ESE,E,15,17,80,42,1027,1023.8,1,1,9.4,17.7,No,No
2010-07-10T00:00:00.000Z,Cobar,8.5,20,0,2.4,3.2,NNE,52,NNE,N,28,17,70,52,1022.9,1020.5,3,7,12,18.1,No,No
2010-07-11T00:00:00.000Z,Cobar,12,18.4,0.2,3.2,2.7,W,22,WSW,W,6,4,75,59,1022.4,1020.3,7,7,14.7,17.1,No,No
2010-07-12T00:00:00.000Z,Cobar,7.4,19.8,0,1,7.6,E,24,ESE,WNW,15,4,76,41,1022.5,1019.2,6,7,11.7,19.1,No,No
2010-07-13T00:00:00.000Z,Cobar,11.7,17.4,0.6,2,0,NNW,41,NNE,N,17,15,96,98,1015.9,1012.1,8,8,15.3,15.5,No,Yes
2010-07-14T00:00:00.000Z,Cobar,7.4,14.9,27.8,1,8.5,WSW,56,W,W,19,20,70,48,1017.3,1016.8,1,2,9.8,14.4,Yes,No
2010-07-15T00:00:00.000Z,Cobar,7.9,14.6,0,2,6.4,SW,43,SW,SSW,20,11,84,55,1023.8,1023.6,3,6,10,12.8,No,No
2010-07-16T00:00:00.000Z,Cobar,2.9,13.8,0,3.2,8.7,SSE,20,SSE,S,6,9,74,55,1028.1,1025.8,5,2,8.1,13.4,No,No
2010-07-17T00:00:00.000Z,Cobar,2.2,16.4,0,1.6,9.7,ENE,19,ESE,ESE,9,4,80,42,1027.9,1024.6,0,0,7.8,15.7,No,No
2010-07-18T00:00:00.000Z,Cobar,4.2,17.5,0,1.4,10.1,N,20,NNE,NW,9,7,67,39,1022.8,1018.8,0,1,9.5,16.9,No,No
2010-07-19T00:00:00.000Z,Cobar,6.3,15.7,0,1.4,3.6,SW,31,N,SW,6,19,71,59,1019,1018.1,7,7,10.3,13.9,No,No
2010-07-20T00:00:00.000Z,Cobar,2.1,12.8,0,2,8.3,SW,30,SW,SSW,6,15,98,49,1026,1024,3,1,4.4,12.6,No,No
2010-07-21T00:00:00.000Z,Cobar,2.4,13.2,0,2.2,7.2,SSW,26,S,SSW,6,11,72,49,1028.1,1026.5,5,6,7.4,12.3,No,No
2010-07-22T00:00:00.000Z,Cobar,1.3,14.5,0,1.2,8.9,S,24,S,SSE,9,13,92,32,1031.8,1029.7,1,1,4.8,14,No,No
2010-07-23T00:00:00.000Z,Cobar,0.9,15.9,0,2.2,9.1,ENE,26,ESE,SE,13,9,71,34,1033,1030,0,1,8.2,15.4,No,No
2010-07-24T00:00:00.000Z,Cobar,5.2,16.7,0,2.6,3.9,S,22,ESE,S,9,9,74,51,1030,1026.5,7,7,9,16,No,No
